author_id,book,count
anonymous,Matt,168
anonymous,Ps,99
anonymous,Luke,76
anonymous,Prov,58
anonymous,Exod,57
anonymous,John,52
anonymous,Isa,50
anonymous,Deut,49
anonymous,Acts,48
anonymous,Gen,39
anonymous,1Cor,32
anonymous,Num,25
anonymous,Jer,24
anonymous,Lev,21
anonymous,Ezek,21
anonymous,Mark,20
anonymous,1Pet,18
anonymous,Eph,18
anonymous,1Tim,18
anonymous,Rom,15
anonymous,Zech,13
anonymous,1Kgs,13
anonymous,Sir,12
anonymous,Heb,12
anonymous,Dan,12
anonymous,2Cor,12
anonymous,1Sam,12
anonymous,2Kgs,11
anonymous,Mal,10
anonymous,2Tim,10
anonymous,Col,9
anonymous,Josh,9
anonymous,2Chr,9
anonymous,Rev,8
anonymous,Job,8
anonymous,Gal,7
anonymous,Eccl,6
anonymous,2Sam,6
anonymous,2Thess,4
anonymous,Hos,4
anonymous,Jonah,4
anonymous,Tob,3
anonymous,Jas,3
anonymous,1Thess,3
anonymous,Phil,3
anonymous,Jdt,3
anonymous,Neh,3
anonymous,1Chr,3
anonymous,Titus,2
anonymous,Nah,2
anonymous,Sus,2
anonymous,Judg,2
anonymous,Bar,2
anonymous,Joel,2
anonymous,Amos,2
anonymous,Wis,2
anonymous,Phlm,2
anonymous,1John,1
anonymous,2Pet,1
anonymous,Lam,1
anonymous,Esth,1
anonymous,Song,1
anonymous,Hab,1
anonymous,Ezra,1
anonymous,1Macc,1
asterius,Rev,7
asterius,Ps,5
asterius,Gen,4
asterius,Isa,3
asterius,John,2
asterius,Josh,2
asterius,Zech,2
asterius,Dan,2
asterius,Num,1
asterius,Exod,1
asterius,1Macc,1
asterius,1Chr,1
asterius,Matt,1
asterius,1Cor,1
asterius,Lev,1
asterius,Acts,1
asterius,Deut,1
asterius,Prov,1
asterius,Mark,1
clement_rome,Matt,12
clement_rome,Luke,8
clement_rome,Isa,7
clement_rome,Eph,4
clement_rome,Acts,3
clement_rome,Heb,3
clement_rome,1Pet,3
clement_rome,Ps,2
clement_rome,Rom,2
clement_rome,Ezek,2
clement_rome,Jas,2
clement_rome,1Tim,2
clement_rome,2Pet,1
clement_rome,Hos,1
clement_rome,Gal,1
clement_rome,Rev,1
clement_rome,1Cor,1
clement_rome,Jer,1
clement_rome,Mark,1
clement_rome,Gen,1
clement_rome,Mal,1
clement_rome,Tob,1
clement_rome,Prov,1
clement_rome,Sir,1
clement_rome,2Cor,1
clement_rome,Phil,1
clement_rome,Dan,1
clement_rome,John,1
dionysius,John,3
dionysius,Prov,2
dionysius,Deut,1
dionysius,Col,1
dionysius,Gal,1
lactantius,Ps,34
lactantius,Isa,28
lactantius,John,18
lactantius,Matt,16
lactantius,Gen,13
lactantius,Jer,13
lactantius,1Cor,12
lactantius,Heb,12
lactantius,Acts,11
lactantius,Rom,10
lactantius,Luke,10
lactantius,Dan,9
lactantius,Col,6
lactantius,Phil,6
lactantius,Num,6
lactantius,Eph,5
lactantius,Exod,5
lactantius,Rev,5
lactantius,1John,4
lactantius,1Kgs,4
lactantius,Zech,4
lactantius,Mark,4
lactantius,Deut,4
lactantius,Hos,4
lactantius,Eccl,3
lactantius,Mal,3
lactantius,1Tim,3
lactantius,2Cor,2
lactantius,Prov,2
lactantius,Ezek,2
lactantius,1Sam,2
lactantius,Wis,2
lactantius,Gal,2
lactantius,1Pet,2
lactantius,Jas,2
lactantius,2Thess,2
lactantius,1Thess,1
lactantius,2Kgs,1
lactantius,Lev,1
lactantius,Sir,1
lactantius,Neh,1
lactantius,1Kings,1
lactantius,Bar,1
lactantius,2Sam,1
lactantius,Mic,1
lactantius,Josh,1
lactantius,1Chr,1
lactantius,Amos,1
lactantius,Titus,1
lactantius,Hag,1
lactantius,2Tim,1
lactantius,Job,1
lactantius,Ezra,1
lactantius,2Chr,1
venantius,Rev,1
venantius,Prov,1
victorinus,Matt,10
victorinus,Isa,5
victorinus,1Cor,5
victorinus,2Thess,5
victorinus,John,4
victorinus,Ps,3
victorinus,Gen,3
victorinus,Mark,3
victorinus,Luke,3
victorinus,Dan,3
victorinus,Rev,2
victorinus,Jer,2
victorinus,Rom,1
victorinus,1Pet,1
victorinus,Prov,1
victorinus,Acts,1
victorinus,1Tim,1
victorinus,Num,1
victorinus,Exod,1
victorinus,Mal,1
victorinus,Mic,1
victorinus,Deut,1
victorinus,Zech,1
victorinus,Ezek,1
victorinus,Col,1
victorinus,2Cor,1
