author_id,book,count
athenagoras,Matt,6
athenagoras,Isa,4
athenagoras,1Cor,3
athenagoras,1Tim,3
athenagoras,Prov,2
athenagoras,Luke,2
athenagoras,Exod,1
athenagoras,Heb,1
athenagoras,Col,1
athenagoras,Rom,1
athenagoras,Mal,1
athenagoras,Lev,1
athenagoras,Gen,1
athenagoras,Titus,1
athenagoras,Job,1
clement_alex,Matt,225
clement_alex,Ps,174
clement_alex,1Cor,165
clement_alex,Prov,144
clement_alex,Rom,118
clement_alex,Luke,116
clement_alex,Isa,110
clement_alex,John,88
clement_alex,Deut,59
clement_alex,Gen,54
clement_alex,Sir,54
clement_alex,1John,51
clement_alex,Eph,49
clement_alex,2Cor,49
clement_alex,Exod,48
clement_alex,Jer,45
clement_alex,1Pet,45
clement_alex,Gal,37
clement_alex,1Tim,34
clement_alex,Heb,28
clement_alex,Mark,28
clement_alex,Acts,25
clement_alex,Jude,24
clement_alex,Wis,23
clement_alex,Col,23
clement_alex,Lev,20
clement_alex,Phil,18
clement_alex,Ezek,16
clement_alex,Job,14
clement_alex,2Tim,11
clement_alex,1Thess,11
clement_alex,Titus,10
clement_alex,Rev,9
clement_alex,Dan,9
clement_alex,Num,8
clement_alex,Hos,7
clement_alex,1Sam,7
clement_alex,Jas,7
clement_alex,Amos,6
clement_alex,1Kgs,6
clement_alex,Judg,5
clement_alex,Zech,4
clement_alex,Bar,4
clement_alex,2Kgs,4
clement_alex,Eccl,3
clement_alex,Hab,3
clement_alex,Mal,3
clement_alex,Joel,2
clement_alex,Lam,2
clement_alex,2Sam,2
clement_alex,Hag,2
clement_alex,2Thess,2
clement_alex,Tob,2
clement_alex,Mic,2
clement_alex,2Pet,2
clement_alex,Nah,1
clement_alex,Zeph,1
clement_alex,2Chr,1
clement_alex,Jdt,1
clement_alex,Jonah,1
clement_alex,2Macc,1
clement_alex,2John,1
hermas,Matt,28
hermas,Rev,18
hermas,Jas,18
hermas,1Cor,17
hermas,Luke,14
hermas,Heb,14
hermas,Eph,10
hermas,Rom,9
hermas,Acts,8
hermas,Isa,8
hermas,1Pet,8
hermas,Ps,6
hermas,Ezek,6
hermas,2Cor,6
hermas,1John,6
hermas,Prov,4
hermas,Phil,4
hermas,Dan,4
hermas,Num,4
hermas,Mark,4
hermas,2Thess,3
hermas,1Thess,3
hermas,John,3
hermas,Col,2
hermas,Gal,2
hermas,Lev,2
hermas,Mal,2
hermas,Eccl,2
hermas,Sir,2
hermas,1Tim,2
hermas,2Esd,2
hermas,Job,1
hermas,Mic,1
hermas,1Sam,1
hermas,Neh,1
hermas,1Kgs,1
hermas,Hos,1
hermas,2John,1
hermas,Tob,1
hermas,Gen,1
hermas,Exod,1
hermas,Jer,1
hermas,Zech,1
tatian,1Cor,4
tatian,John,3
tatian,Matt,2
tatian,Rom,2
tatian,Gen,2
tatian,Ps,2
tatian,Phlm,1
tatian,1Pet,1
tatian,Eph,1
tatian,Rev,1
tatian,Titus,1
theophilus,Isa,10
theophilus,Ps,7
theophilus,Prov,6
theophilus,Gen,6
theophilus,Acts,4
theophilus,Rom,4
theophilus,Jer,4
theophilus,Matt,4
theophilus,Exod,3
theophilus,Heb,2
theophilus,John,2
theophilus,Hos,2
theophilus,Job,1
theophilus,1John,1
theophilus,Rev,1
theophilus,1Cor,1
theophilus,Luke,1
theophilus,Josh,1
theophilus,Deut,1
theophilus,Hab,1
theophilus,Mal,1
theophilus,Ezek,1
theophilus,Joel,1
theophilus,Zech,1
theophilus,1Tim,1
theophilus,2Cor,1
theophilus,Eph,1
