author_id,book,count
schaff,Matt,1
schaff,Judg,1
schaff,2Kgs,1
schaff,Bel,1
schaff,Ezek,1
tertullian,Luke,432
tertullian,Isa,330
tertullian,Matt,319
tertullian,1Cor,260
tertullian,John,226
tertullian,Ps,225
tertullian,Gen,137
tertullian,Rom,134
tertullian,Gal,95
tertullian,Exod,92
tertullian,Acts,83
tertullian,2Cor,74
tertullian,Eph,72
tertullian,Deut,59
tertullian,Rev,58
tertullian,Jer,43
tertullian,Dan,34
tertullian,1Tim,33
tertullian,Col,33
tertullian,Phil,32
tertullian,1John,28
tertullian,1Thess,24
tertullian,Zech,23
tertullian,2Tim,22
tertullian,Ezek,21
tertullian,Lev,21
tertullian,Prov,21
tertullian,Heb,20
tertullian,1Sam,20
tertullian,2Kgs,19
tertullian,Mark,19
tertullian,Num,16
tertullian,1Kgs,15
tertullian,1Pet,15
tertullian,Amos,14
tertullian,2Thess,14
tertullian,Hos,12
tertullian,Joel,12
tertullian,2Sam,11
tertullian,Titus,9
tertullian,Mal,8
tertullian,Hab,5
tertullian,Job,5
tertullian,Josh,4
tertullian,Mic,4
tertullian,Wis,4
tertullian,Jonah,4
tertullian,Jas,4
tertullian,Judg,3
tertullian,Lam,3
tertullian,Eccl,3
tertullian,2Pet,2
tertullian,1Macc,2
tertullian,Nah,2
tertullian,Sus,1
tertullian,2Chr,1
tertullian,Esth,1
tertullian,Hag,1
tertullian,3John,1
tertullian,Song,1
tertullian,2Esd,1
tertullian,Bar,1
tertullian,Tob,1
tertullian,2Macc,1
