author_id,book,count
anonymous,Matt,129
anonymous,Ps,97
anonymous,Luke,65
anonymous,Gen,53
anonymous,John,44
anonymous,Acts,39
anonymous,Rom,32
anonymous,Isa,28
anonymous,1Cor,26
anonymous,Rev,22
anonymous,Exod,18
anonymous,Mark,17
anonymous,Deut,16
anonymous,Jer,15
anonymous,Sir,15
anonymous,2Cor,13
anonymous,Prov,11
anonymous,Eph,10
anonymous,Wis,9
anonymous,1Sam,9
anonymous,1Tim,9
anonymous,Dan,8
anonymous,Num,8
anonymous,Josh,7
anonymous,Ezek,7
anonymous,2Tim,7
anonymous,Gal,7
anonymous,Heb,6
anonymous,Jas,6
anonymous,1Kgs,5
anonymous,Tob,5
anonymous,Job,5
anonymous,Hos,5
anonymous,1Thess,4
anonymous,Lev,4
anonymous,Judg,4
anonymous,Eccl,4
anonymous,Col,4
anonymous,Mic,4
anonymous,Phil,4
anonymous,1Pet,4
anonymous,Hab,3
anonymous,2Kgs,3
anonymous,Zech,3
anonymous,Lam,3
anonymous,Song,3
anonymous,2Thess,3
anonymous,1Chr,2
anonymous,2Macc,2
anonymous,Mal,2
anonymous,2Chr,2
anonymous,Bar,1
anonymous,Sus,1
anonymous,1Macc,1
anonymous,Joel,1
anonymous,Bel,1
anonymous,2Sam,1
anonymous,Jude,1
anonymous,Jdt,1
anonymous,Esth,1
clement_rome,Matt,130
clement_rome,Gen,36
clement_rome,Luke,24
clement_rome,Deut,24
clement_rome,1Cor,17
clement_rome,Exod,16
clement_rome,John,15
clement_rome,Rom,13
clement_rome,Ps,12
clement_rome,Prov,11
clement_rome,Acts,11
clement_rome,Isa,10
clement_rome,2Cor,7
clement_rome,Phil,7
clement_rome,Gal,6
clement_rome,Mark,6
clement_rome,2Tim,5
clement_rome,Col,5
clement_rome,1Pet,5
clement_rome,1Tim,5
clement_rome,Jas,5
clement_rome,Sir,5
clement_rome,Eccl,5
clement_rome,Eph,4
clement_rome,Num,3
clement_rome,Dan,3
clement_rome,Rev,2
clement_rome,Heb,2
clement_rome,1Sam,2
clement_rome,Hos,2
clement_rome,Ezek,2
clement_rome,2Thess,1
clement_rome,Lev,1
clement_rome,Judg,1
clement_rome,2Kgs,1
clement_rome,Josh,1
clement_rome,1Kgs,1
clement_rome,Wis,1
clement_rome,Jer,1
clement_rome,Lam,1
theodotus,Matt,9
theodotus,Ps,7
theodotus,Hos,5
theodotus,Gen,4
theodotus,Isa,4
theodotus,Luke,3
theodotus,1Cor,2
theodotus,Prov,1
theodotus,2Cor,1
theodotus,Deut,1
theodotus,Rom,1
theodotus,Eph,1
theodotus,Wis,1
